"","x"
"3235","Almacen de Pizzas, Ciudad de Buenos Aires"
"3236","Patio Mansa, Ciudad de Buenos Aires"
"3237","El Club de la Milanesa, Ciudad de Buenos Aires"
"3238","La Vaca Atada, Ciudad de Buenos Aires"
"3239","La Rosa De Villa Bosch, Ciudad de Buenos Aires"
"3240","RN Burger Sin Gluten, Ciudad de Buenos Aires"
"3241","Donkeys &amp; Friends, Ciudad de Buenos Aires"
"3242","Lo De Tere, Comida Casera., Ciudad de Buenos Aires"
"3243","Entre Frascos, Ciudad de Buenos Aires"
"3244","Terrazas3266 (ISI Baires Apart &amp; Suites), Ciudad de Buenos Aires"
"3245","Anselmo Wine Bar, Ciudad de Buenos Aires"
"3246","Lucciano's, Ciudad de Buenos Aires"
"3247","Caminito Wine Store, Ciudad de Buenos Aires"
"3248","All Verdi, Ciudad de Buenos Aires"
"3249","St Roman, Ciudad de Buenos Aires"
"3250","La Casona del Fiambre, Ciudad de Buenos Aires"
"3251","Maricel Pizzerìa&amp;Cafeterìa, Ciudad de Buenos Aires"
"3252","La Nueva Coruna, Ciudad de Buenos Aires"
"3253","Brioche Dorée, Ciudad de Buenos Aires"
"3254","Ponzu, Ciudad de Buenos Aires"
"3255","Las Naciones Hotel, Ciudad de Buenos Aires"
"3256","Blau, Ciudad de Buenos Aires"
"3257","The Pinta Bar, Ciudad de Buenos Aires"
"3258","Balcarce, Ciudad de Buenos Aires"
"3259","Ummah Halal, Ciudad de Buenos Aires"
"3260","Sofia, Ciudad de Buenos Aires"
"3261","LA AMISTAD, Ciudad de Buenos Aires"
"3262","Cerveceria La Godoy, Ciudad de Buenos Aires"
"3263","Tu Jardin Secreto, Ciudad de Buenos Aires"
"3264","Cerveza Patagonia, Ciudad de Buenos Aires"
"3265","Lobi.RestoQuartier, Ciudad de Buenos Aires"
"3266","Zorra Bar, Ciudad de Buenos Aires"
"3267","Il Nonno Pibe, Ciudad de Buenos Aires"
"3268","Nuevo Pelotari, Ciudad de Buenos Aires"
"3269","Charlie Hops, Ciudad de Buenos Aires"
"3270","Henri Sushi &amp; Cocktails, Ciudad de Buenos Aires"
"3271","Hilda, Ciudad de Buenos Aires"
"3272","McDonald's, Ciudad de Buenos Aires"
"3273","REPOSTERIA COREANA MANNA, Ciudad de Buenos Aires"
"3274","Aribau, Ciudad de Buenos Aires"
"3275","H Gourmet, Ciudad de Buenos Aires"
"3276","Subway, Ciudad de Buenos Aires"
"3277","Scorpio Pizzeria, Ciudad de Buenos Aires"
"3278","Dartford Beer Station, Ciudad de Buenos Aires"
"3279","Havanna, Ciudad de Buenos Aires"
"3280","Bar Restaurante Gratto, Ciudad de Buenos Aires"
"3281","Tuo Tempo, Ciudad de Buenos Aires"
"3282","Casa alma tinto, Ciudad de Buenos Aires"
"3283","La Covacha Bar, Ciudad de Buenos Aires"
"3284","Sintaxis, Ciudad de Buenos Aires"
"3285","El Simbolo Cafe Bar, Ciudad de Buenos Aires"
"3286","Pizza Cabre's, Ciudad de Buenos Aires"
"3287","Chori 33, Ciudad de Buenos Aires"
"3288","Burger King, Ciudad de Buenos Aires"
"3289","Havanna Colegiales, Ciudad de Buenos Aires"
"3290","La Clotilde, Ciudad de Buenos Aires"
"3291","McDonalds Plaza Italia, Ciudad de Buenos Aires"
"3292","Palacete Express, Ciudad de Buenos Aires"
"3293","Giuliano Cesarino, Ciudad de Buenos Aires"
"3294","Clara Deli &amp; Drinks, Ciudad de Buenos Aires"
"3295","Gran Victoria, Ciudad de Buenos Aires"
"3296","Mamucha, Ciudad de Buenos Aires"
"3297","Onorata, Ciudad de Buenos Aires"
"3298","Pizzeria Kentucky, Ciudad de Buenos Aires"
"3299","Havanna, Ciudad de Buenos Aires"
"3300","Aires De Belgrano, Ciudad de Buenos Aires"
"3301","la Tacita calle Boedo, Ciudad de Buenos Aires"
"3302","La Choppería, Ciudad de Buenos Aires"
"3303","Demetrio Ristorante, Ciudad de Buenos Aires"
"3304","Heladería Scannapieco Palermo Soho, Ciudad de Buenos Aires"
"3305","Tienda de Café, Ciudad de Buenos Aires"
"3306","La Birrería Palermo Viejo, Ciudad de Buenos Aires"
"3307","PARRILLA MOQUEHUA, Ciudad de Buenos Aires"
"3308","Il Nonno Bachicha, Ciudad de Buenos Aires"
"3309","Casa Lucca, Ciudad de Buenos Aires"
"3310","Bonafide, Ciudad de Buenos Aires"
"3311","AQP resto bar, Ciudad de Buenos Aires"
"3312","Rapidos y Jugosos, Ciudad de Buenos Aires"
"3313","Mostaza - Alto Palermo, Ciudad de Buenos Aires"
"3314","Pizzería La Tentación, Ciudad de Buenos Aires"
"3315","Gianni&amp;vittorio, Ciudad de Buenos Aires"
"3316","La Estacion, Ciudad de Buenos Aires"
"3317","KOI Dumplings, Ciudad de Buenos Aires"
"3318","Elcano Grill, Ciudad de Buenos Aires"
"3319","Barburgerbeer, Ciudad de Buenos Aires"
"3320","Fresco, Ciudad de Buenos Aires"
"3321","El Quetzal, Ciudad de Buenos Aires"
"3322","Pizzeria Stars, Ciudad de Buenos Aires"
"3323","Touchdown Pizza, Ciudad de Buenos Aires"
"3324","Pizzeria Arsenio, Ciudad de Buenos Aires"
"3325","La Farola Express, Ciudad de Buenos Aires"
"3326","Voraz Restaurant, Ciudad de Buenos Aires"
"3327","El destino, Ciudad de Buenos Aires"
"3328","Mi Barrio Hamburguesería, Ciudad de Buenos Aires"
"3329","Prida, Ciudad de Buenos Aires"
"3330","Café Martinez, Ciudad de Buenos Aires"
"3331","Yummy, Ciudad de Buenos Aires"
"3332","los platos de la buela Bistro, Ciudad de Buenos Aires"
"3333","Abanico, Ciudad de Buenos Aires"
"3334","Kansas Grill &amp; Bar, Ciudad de Buenos Aires"
"3335","Central, Ciudad de Buenos Aires"
"3336","Dear Bear, Ciudad de Buenos Aires"
"3337","Bonafide Cid Campeador, Ciudad de Buenos Aires"
"3338","Heladería Modena, Ciudad de Buenos Aires"
"3339","Casa Aguerre, Ciudad de Buenos Aires"
"3340","La Palomina, Ciudad de Buenos Aires"
"3341","Lo de Jazi Bar y Cocina, Ciudad de Buenos Aires"
"3342","Joffer's Cerveceria, Ciudad de Buenos Aires"
"3343","El Bodegón de Marga, Ciudad de Buenos Aires"
"3344","Lucciano´s Ituzaingó, Ciudad de Buenos Aires"
"3345","Si mi Reina, Ciudad de Buenos Aires"
"3346","Bagels &amp; Bagels, Ciudad de Buenos Aires"
"3347","Francis Platz Cañitas, Ciudad de Buenos Aires"
"3348","Rocío en Miami, Ciudad de Buenos Aires"
"3349","Helados Monte Olimpo, Ciudad de Buenos Aires"
"3350","Doppio Cafe, Ciudad de Buenos Aires"
"3351","Rodney bar, Ciudad de Buenos Aires"
"3352","Modo Cafe, Ciudad de Buenos Aires"
"3353","Vendange Cafetería &amp; Bistró, Ciudad de Buenos Aires"
"3354","Paralelo Bar, Ciudad de Buenos Aires"
"3355","El Escritorio, Ciudad de Buenos Aires"
"3356","El Punto, Ciudad de Buenos Aires"
"3357","Balcones de San Nicolás, Ciudad de Buenos Aires"
"3358","La Birra, Ciudad de Buenos Aires"
"3359","Asian House, Ciudad de Buenos Aires"
"3360","Starbucks, Ciudad de Buenos Aires"
"3361","Parrilla Lo de Fredys, Ciudad de Buenos Aires"
"3362","Starbucks, Ciudad de Buenos Aires"
"3363","Almacén de Vinos, Ciudad de Buenos Aires"
"3364","La Franca, Ciudad de Buenos Aires"
"3365","Chiky's, Ciudad de Buenos Aires"
"3366","Cremolatti, Ciudad de Buenos Aires"
"3367","Milujo, Ciudad de Buenos Aires"
"3368","Rulo's, Ciudad de Buenos Aires"
"3369","Fabric Sushi Palermo Soho, Ciudad de Buenos Aires"
"3370","Coliqueo Resto Bar Pizzeria    Bryan, Ciudad de Buenos Aires"
"3371","La Fusta, Ciudad de Buenos Aires"
"3372","Restaurant Suitu, Ciudad de Buenos Aires"
"3373","Templar Bar, Ciudad de Buenos Aires"
"3374","En lo de Paka, Ciudad de Buenos Aires"
"3375","Souperi Cafe, Ciudad de Buenos Aires"
"3376","Bar La Esquinita, Ciudad de Buenos Aires"
"3377","Piacere, Ciudad de Buenos Aires"
"3378","Le Cuev Bar Café, Ciudad de Buenos Aires"
"3379","Il Camarotta, Ciudad de Buenos Aires"
"3380","Boedo, Ciudad de Buenos Aires"
"3381","Awen Lunch, Ciudad de Buenos Aires"
"3382","La Chivitería, Ciudad de Buenos Aires"
"3383","San Cayetano, Ciudad de Buenos Aires"
"3384","Tienda de Helados, Ciudad de Buenos Aires"
"3385","La Bakery Confiteria y Panaderia, Ciudad de Buenos Aires"
"3386","Mr. Miga Once, Ciudad de Buenos Aires"
"3387","Anglos, Ciudad de Buenos Aires"
"3388","Ayayaytacos, Ciudad de Buenos Aires"
"3389","The Rozz, Ciudad de Buenos Aires"
"3390","A Nonno Anyulina Cantina Italina, Ciudad de Buenos Aires"
"3391","Bulnes y Lavalle Bar, Ciudad de Buenos Aires"
"3392","Punto y Coma, Ciudad de Buenos Aires"
"3393","Heladería kremowy, Ciudad de Buenos Aires"
"3394","Lo de Carlitos - El Sabor Original, Ciudad de Buenos Aires"
"3395","Punta Cuore, Ciudad de Buenos Aires"
"3396","McDonald's, Ciudad de Buenos Aires"
"3397","La Leonesa, Ciudad de Buenos Aires"
"3398","Arias Restaurante Bar, Ciudad de Buenos Aires"
"3399","Pizza de Antes, Ciudad de Buenos Aires"
"3400","Charo, Ciudad de Buenos Aires"
"3401","Freeport Olazabal, Ciudad de Buenos Aires"
"3402","Ferroni's Restaurarante, Ciudad de Buenos Aires"
"3403","Chegusan, Ciudad de Buenos Aires"
"3404","Starbucks, Ciudad de Buenos Aires"
"3405","D'Mosqueras, Ciudad de Buenos Aires"
"3406","Espacios Brunis Resto, Ciudad de Buenos Aires"
"3407","My House, Ciudad de Buenos Aires"
"3408","Asia Bar, Ciudad de Buenos Aires"
"3409","La Fusta, Ciudad de Buenos Aires"
"3410","Wok N`Beer, Ciudad de Buenos Aires"
"3411","Havanna, Ciudad de Buenos Aires"
"3412","Von Berry House, Ciudad de Buenos Aires"
"3413","Glow Garden, Ciudad de Buenos Aires"
"3414","Colonial, Ciudad de Buenos Aires"
"3415","Duo Fu, Ciudad de Buenos Aires"
"3416","McDonald's, Ciudad de Buenos Aires"
"3417","Hsiang Ting-Tang, Ciudad de Buenos Aires"
"3418","KFC, Ciudad de Buenos Aires"
"3419","Amores Tintos, Ciudad de Buenos Aires"
"3420","Ragazzi, Ciudad de Buenos Aires"
"3421","Café Martínez, Ciudad de Buenos Aires"
"3422","La prima, Ciudad de Buenos Aires"
"3423","Primo Hermano, Ciudad de Buenos Aires"
"3424","Lebron, Ciudad de Buenos Aires"
"3425","Cruz Diablo Bar, Ciudad de Buenos Aires"
"3426","LA CANTINA DE COSQUIN, Ciudad de Buenos Aires"
"3427","Taco Box, Ciudad de Buenos Aires"
"3428","Mango's Tropic, Ciudad de Buenos Aires"
"3429","Heladeria Varenna, Ciudad de Buenos Aires"
"3430","Casa Magno, Ciudad de Buenos Aires"
"3431","Moon, Ciudad de Buenos Aires"
"3432","Restaurante La Fuente, Ciudad de Buenos Aires"
"3433","Pizzería yiyi, Ciudad de Buenos Aires"
"3434","Laly's, Ciudad de Buenos Aires"
"3435","Coffee Town, Ciudad de Buenos Aires"
"3436","Borgatta, Ciudad de Buenos Aires"
"3437","Cümen-Cümen Empanadas Caseras, Ciudad de Buenos Aires"
"3438","Tronchetto, Ciudad de Buenos Aires"
"3439","Mayorazgo, Ciudad de Buenos Aires"
"3440","Mangini, Ciudad de Buenos Aires"
"3441","Yut, Ciudad de Buenos Aires"
"3442","Cerveceria IPA, Ciudad de Buenos Aires"
"3443","Piadina Lab, Ciudad de Buenos Aires"
"3444","Delicity, Ciudad de Buenos Aires"
"3445","Cerveceria Changüi, Ciudad de Buenos Aires"
"3446","Los Mellizos, Ciudad de Buenos Aires"
"3447","Bier Bosch, Ciudad de Buenos Aires"
"3448","Las Familias, Ciudad de Buenos Aires"
"3449","Divino Nunez Bistro, Ciudad de Buenos Aires"
"3450","El Canario Rojo, Ciudad de Buenos Aires"
"3451","Restaurante Tok Wouk, Ciudad de Buenos Aires"
"3452","Bar Ciancio La Barca, Ciudad de Buenos Aires"
"3453","El Caprichoso de la Pizza, Ciudad de Buenos Aires"
"3454","Mostaza, Ciudad de Buenos Aires"
"3455","Harvard, Ciudad de Buenos Aires"
"3456","Retobao, Ciudad de Buenos Aires"
"3457","Establecimiento De Café, Ciudad de Buenos Aires"
"3458","Mundo Salad, Ciudad de Buenos Aires"
"3459","Oliveira Cocina de Herencia, Ciudad de Buenos Aires"
"3460","L'Artigiano Belgrano, Ciudad de Buenos Aires"
"3461","Casa Colombo, Ciudad de Buenos Aires"
"3462","Malu Bakery &amp; Café, Ciudad de Buenos Aires"
"3463","Rancho Aparte Parilla, Ciudad de Buenos Aires"
"3464","Lumay, Ciudad de Buenos Aires"
"3465","Che Bonche, Ciudad de Buenos Aires"
"3466","Piriápolis, Ciudad de Buenos Aires"
"3467","HB Gourmet, Ciudad de Buenos Aires"
"3468","Cafe de la Ciudad, Ciudad de Buenos Aires"
"3469","Aipim, Ciudad de Buenos Aires"
"3470","Mi Peru, Ciudad de Buenos Aires"
"3471","Domo Heladeria, Ciudad de Buenos Aires"
"3472","Neron, Ciudad de Buenos Aires"
"3473","Cerveza Patagonia, Ciudad de Buenos Aires"
"3474","El Angel De La Guarda, Ciudad de Buenos Aires"
"3475","Caburé, Ciudad de Buenos Aires"
"3476","Henry, Ciudad de Buenos Aires"
"3477","Biersal Cerveceria Artesanal, Ciudad de Buenos Aires"
"3478","LA QUINTANA, Ciudad de Buenos Aires"
"3479","Los 2 Hermanos, Ciudad de Buenos Aires"
"3480","Amaro Hnos., Ciudad de Buenos Aires"
"3481","Ébano, Ciudad de Buenos Aires"
"3482","Nico's Bar Porteño, Ciudad de Buenos Aires"
"3483","El Osmeño, Ciudad de Buenos Aires"
"3484","Croque Madame, Ciudad de Buenos Aires"
"3485","Paladares Vagabundos, Ciudad de Buenos Aires"
"3486","Tal Cual! Cafe Bar, Ciudad de Buenos Aires"
"3487","Mr Sandwich, Ciudad de Buenos Aires"
"3488","Rioja Cocina &amp; Vinos, Ciudad de Buenos Aires"
"3489","Willie Reeb, Ciudad de Buenos Aires"
"3490","Patagonia, Ciudad de Buenos Aires"
"3491","La Media Costilla, Ciudad de Buenos Aires"
"3492","Class, Ciudad de Buenos Aires"
"3493","Lo De Victor, Ciudad de Buenos Aires"
"3494","Desarmadero Bar- Session, Ciudad de Buenos Aires"
"3495","La Esperanza de Los Ascurra, Ciudad de Buenos Aires"
"3496","Itamae Sushi, Ciudad de Buenos Aires"
"3497","La Pedrera, Ciudad de Buenos Aires"
"3498","30-50 Bar y Parrilla, Ciudad de Buenos Aires"
"3499","Latasca, Ciudad de Buenos Aires"
"3500","Pickle Burgers and Beer, Ciudad de Buenos Aires"
"3501","Mole Tacos, Ciudad de Buenos Aires"
"3502","McDonald's, Ciudad de Buenos Aires"
"3503","La Dignidad, Ciudad de Buenos Aires"
"3504","Berlina Bunker, Ciudad de Buenos Aires"
"3505","Café Ilusion, Ciudad de Buenos Aires"
"3506","Deniro Hamburgueseria, Ciudad de Buenos Aires"
"3507","Empanadas Titi, Ciudad de Buenos Aires"
"3508","Parrilla El Sol, Ciudad de Buenos Aires"
"3509","Wappo, Ciudad de Buenos Aires"
"3510","Obibar, Ciudad de Buenos Aires"
"3511","Torremolinos, Ciudad de Buenos Aires"
"3512","MB Burger &amp; Grill, Ciudad de Buenos Aires"
"3513","Maral, Ciudad de Buenos Aires"
"3514","Cafe Martinez, Ciudad de Buenos Aires"
"3515","Los Maestros, Ciudad de Buenos Aires"
"3516","Poseidon Restaurant, Ciudad de Buenos Aires"
"3517","The Coffee Store Bella Vista, Ciudad de Buenos Aires"
"3518","Havanna Bernal, Ciudad de Buenos Aires"
"3519","Bonjour, Ciudad de Buenos Aires"
"3520","EL Patio de Cabo Verde, Ciudad de Buenos Aires"
"3521","La Comedia Bistro, Ciudad de Buenos Aires"
"3522","Casa Blanca, Ciudad de Buenos Aires"
"3523","El Viejo Hornito, Ciudad de Buenos Aires"
"3524","La Mia Casa, Ciudad de Buenos Aires"
"3525","N53 Fernet Bar Palermo, Ciudad de Buenos Aires"
"3526","Bahamas, Ciudad de Buenos Aires"
"3527","Bryant, Ciudad de Buenos Aires"
"3528","Rock Eat, Ciudad de Buenos Aires"
"3529","Murasaki, Ciudad de Buenos Aires"
"3530","Cafe La Humedad, Ciudad de Buenos Aires"
"3531","Ararat, Ciudad de Buenos Aires"
"3532","Porto Pizza, Ciudad de Buenos Aires"
"3533","Wtf, Ciudad de Buenos Aires"
"3534","La Justina Bistro, Ciudad de Buenos Aires"
"3535","Sr. Taco, Ciudad de Buenos Aires"
"3536","Restaurante Peruano El Sol, Ciudad de Buenos Aires"
"3537","Chau Che Clú, Ciudad de Buenos Aires"
"3538","Big Joe, Ciudad de Buenos Aires"
"3539","Hoboken Beer Point, Ciudad de Buenos Aires"
"3540","Wrangler's Saloon, Ciudad de Buenos Aires"
"3541","La Pasion, Ciudad de Buenos Aires"
"3542","Baldomero, Ciudad de Buenos Aires"
"3543","Sántal, Ciudad de Buenos Aires"
"3544","Parrilla Doble A, Ciudad de Buenos Aires"
"3545","Closet Bar, Ciudad de Buenos Aires"
"3546","Caioco Restaurante, Ciudad de Buenos Aires"
"3547","Piacere, Ciudad de Buenos Aires"
"3548","Ballester, Ciudad de Buenos Aires"
"3549","Muu Lecheria Palermo, Ciudad de Buenos Aires"
"3550","Nom Nom, Ciudad de Buenos Aires"
"3551","Black Sam Bellamy Cervecería, Ciudad de Buenos Aires"
"3552","Alma Café, Ciudad de Buenos Aires"
"3553","Mundo, Ciudad de Buenos Aires"
"3554","Fuego Y Sabor, Ciudad de Buenos Aires"
"3555","Whoopies Pasteleria, Ciudad de Buenos Aires"
"3556","Oda, Ciudad de Buenos Aires"
"3557","La Nueva Moneda, Ciudad de Buenos Aires"
"3558","Gott Cervecerìa, Ciudad de Buenos Aires"
"3559","Il Volo gelato, Ciudad de Buenos Aires"
"3560","La Lecheria, Ciudad de Buenos Aires"
"3561","La Fábrica del Taco, Ciudad de Buenos Aires"
"3562","Dover, Ciudad de Buenos Aires"
"3563","Sembra bar cervecero, Ciudad de Buenos Aires"
"3564","Bemol Resto Bar, Ciudad de Buenos Aires"
"3565","Frankie 400, Ciudad de Buenos Aires"
"3566","La Farola Express, Ciudad de Buenos Aires"
"3567","Cerveza Patagonia - Refugio Villa Urquiza, Ciudad de Buenos Aires"
"3568","COVA Craft Beer, Ciudad de Buenos Aires"
"3569","Cielo Sky Bar, Ciudad de Buenos Aires"
"3570","La Tiziana Parrilla restaurante, Ciudad de Buenos Aires"
"3571","Tiziano, Ciudad de Buenos Aires"
"3572","Mundo Salad, Ciudad de Buenos Aires"
"3573","La Parrilla Del Barrio, Ciudad de Buenos Aires"
"3574","Baldomero Resto Bar, Ciudad de Buenos Aires"
"3575","Pastelería Luis XV, Ciudad de Buenos Aires"
"3576","Le Ble, Ciudad de Buenos Aires"
"3577","La Gringa Pizzeria y Rotiseria, Ciudad de Buenos Aires"
"3578","Draken, Ciudad de Buenos Aires"
"3579","Pizza y Birra, Ciudad de Buenos Aires"
"3580","La Taba, Ciudad de Buenos Aires"
"3581","Bar Comet, Ciudad de Buenos Aires"
"3582","Tranquera 51, Ciudad de Buenos Aires"
"3583","Temple Craft Pilar, Ciudad de Buenos Aires"
"3584","Cacillo, Ciudad de Buenos Aires"
"3585","Asia Fusión, Ciudad de Buenos Aires"
"3586","Rusticana, Ciudad de Buenos Aires"
"3587","Pizza-Pizza, Ciudad de Buenos Aires"
"3588","Drafter's, Ciudad de Buenos Aires"
"3589","Man-Ros, Ciudad de Buenos Aires"
"3590","Arabisk, Ciudad de Buenos Aires"
"3591","Sandwich Point, Ciudad de Buenos Aires"
"3592","Bar de Picadas, Ciudad de Buenos Aires"
"3593","Complejo Peumayen, Ciudad de Buenos Aires"
"3594","Mr. Chef, Ciudad de Buenos Aires"
"3595","Chungo, Ciudad de Buenos Aires"
"3596","The Wrapée, Ciudad de Buenos Aires"
"3597","El Fuelle, Ciudad de Buenos Aires"
"3598","Sissí Bar y Almacén Consciente, Ciudad de Buenos Aires"
"3599","La Palma De Flores, Ciudad de Buenos Aires"
"3600","El Ombu, Ciudad de Buenos Aires"
"3601","Yan Kie Restaurant, Ciudad de Buenos Aires"
"3602","Mundo Cocoa Casa de Te, Ciudad de Buenos Aires"
"3603","Tutti I Fiocchi, Ciudad de Buenos Aires"
"3604","Mairruca Resto, Ciudad de Buenos Aires"
"3605","The Nim Bar, Ciudad de Buenos Aires"
"3606","Celetto, Ciudad de Buenos Aires"
"3607","Lagerhaus - Galpón cervecero, Ciudad de Buenos Aires"
"3608","Bajovento y Samurai, Ciudad de Buenos Aires"
"3609","Punta Marina, Ciudad de Buenos Aires"
"3610","Nero Mocca, Ciudad de Buenos Aires"
"3611","Electrica, Ciudad de Buenos Aires"
"3612","Mauer Bar, Ciudad de Buenos Aires"
"3613","Menjunjes Resto Bar, Ciudad de Buenos Aires"
"3614","Emmana, Ciudad de Buenos Aires"
"3615","Fabric Sushi Nikkei (Al Río), Ciudad de Buenos Aires"
"3616","EL Olmo-Resto-Bar, Ciudad de Buenos Aires"
"3617","Celeste Pizzeria, Ciudad de Buenos Aires"
"3618","The lunch house, Ciudad de Buenos Aires"
"3619","Falafel One, Ciudad de Buenos Aires"
"3620","Nueva York Bizarre, Ciudad de Buenos Aires"
"3621","Mamma Mia, Ciudad de Buenos Aires"
"3622","Esquina Jonte, Ciudad de Buenos Aires"
"3623","UN LUGAR, Ciudad de Buenos Aires"
"3624","LA FAROLA DE NUÑEZ- RESTAURANTE, Ciudad de Buenos Aires"
"3625","La esquina picadas y hambueguesas, Ciudad de Buenos Aires"
"3626","Restaurant 2812, Ciudad de Buenos Aires"
"3627","Baghdad Las Mil Y Una Noche, Ciudad de Buenos Aires"
"3628","Stars Cafe Digital, Ciudad de Buenos Aires"
"3629","Forrest Gump, Ciudad de Buenos Aires"
"3630","Deli Market, Ciudad de Buenos Aires"
"3631","Las Marias, Ciudad de Buenos Aires"
"3632","Los Maestros, Ciudad de Buenos Aires"
"3633","koorogui sushi, Ciudad de Buenos Aires"
"3634","PADI café&amp;whisky, Ciudad de Buenos Aires"
"3635","El Mercat Porteno, Ciudad de Buenos Aires"
"3636","McDonald´s, Ciudad de Buenos Aires"
"3637","Central Sandwich, Ciudad de Buenos Aires"
"3638","Casa DO, Ciudad de Buenos Aires"
"3639","Narda Comedor Diario, Ciudad de Buenos Aires"
"3640","Bonaira, Ciudad de Buenos Aires"
"3641","AMMO Chic Food Company, Ciudad de Buenos Aires"
"3642","La Bella Esperanza, Ciudad de Buenos Aires"
"3643","Dos 22, Ciudad de Buenos Aires"
"3644","La Taberna de Roberto, Ciudad de Buenos Aires"
"3645","El Quincho, Ciudad de Buenos Aires"
"3646","Mia, Ciudad de Buenos Aires"
"3647","Zen, Ciudad de Buenos Aires"
"3648","Street Food Soho, Ciudad de Buenos Aires"
"3649","Kitchen Club, Ciudad de Buenos Aires"
"3650","EL Palacio de la Papa Frita - Costanera Norte, Ciudad de Buenos Aires"
"3651","CarneVale, Ciudad de Buenos Aires"
"3652","Momento Dolce, Ciudad de Buenos Aires"
"3653","Parrilla La Familia, Ciudad de Buenos Aires"
"3654","Parrilla El Nuevo Pampa, Ciudad de Buenos Aires"
"3655","los amigos, Ciudad de Buenos Aires"
"3656","Pizza, Pastas 6 Café La Misión, Ciudad de Buenos Aires"
"3657","Pizzeria Gemona, Ciudad de Buenos Aires"
"3658","Shan Dong Fan Dian, Ciudad de Buenos Aires"
"3659","Dei Fiori, Ciudad de Buenos Aires"
"3660","Konnan Hot Dog, Ciudad de Buenos Aires"
"3661","Pastas Mouzo, Ciudad de Buenos Aires"
"3662","Puente Beer House, Ciudad de Buenos Aires"
"3663","Las Elenas Resto, Ciudad de Buenos Aires"
"3664","Tea Connection, Ciudad de Buenos Aires"
"3665","Gelay Pastas, Ciudad de Buenos Aires"
"3666","La Replica, Ciudad de Buenos Aires"
"3667","Yapan Cafe + Pan, Ciudad de Buenos Aires"
"3668","Growlers Belgrano, Ciudad de Buenos Aires"
