"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"81","freddo cabildo 1700","viernes",14,13.5,2021-01-14
"82","freddo cabildo 1700","viernes",15,22.5,2021-01-14
"83","freddo cabildo 1700","viernes",16,30.75,2021-01-14
"84","freddo cabildo 1700","viernes",17,37.5,2021-01-14
"85","freddo cabildo 1700","viernes",18,40.5,2021-01-14
"86","freddo cabildo 1700","viernes",19,40.5,2021-01-14
"87","freddo cabildo 1700","viernes",20,39,2021-01-14
"88","freddo cabildo 1700","viernes",21,42.75,2021-01-14
"89","freddo cabildo 1700","viernes",22,48.75,2021-01-14
"90","freddo cabildo 1700","viernes",23,42,2021-01-14
"91","freddo cabildo 1700","viernes",24,21,2021-01-14
"92","freddo cabildo 1700","sabado",6,0,2021-01-14
"93","freddo cabildo 1700","sabado",7,0,2021-01-14
"94","freddo cabildo 1700","sabado",8,0,2021-01-14
"95","freddo cabildo 1700","sabado",9,0,2021-01-14
"96","freddo cabildo 1700","sabado",10,0,2021-01-14
"97","freddo cabildo 1700","sabado",11,4.5,2021-01-14
"98","freddo cabildo 1700","sabado",12,14.25,2021-01-14
"99","freddo cabildo 1700","sabado",13,22.5,2021-01-14
"100","freddo cabildo 1700","sabado",14,30.75,2021-01-14
"101","freddo cabildo 1700","sabado",15,40.5,2021-01-14
"102","freddo cabildo 1700","sabado",16,54.75,2021-01-14
"103","freddo cabildo 1700","sabado",17,69,2021-01-14
"104","freddo cabildo 1700","sabado",18,75,2021-01-14
"105","freddo cabildo 1700","sabado",19,66.75,2021-01-14
"106","freddo cabildo 1700","sabado",20,52.5,2021-01-14
"107","freddo cabildo 1700","sabado",21,41.25,2021-01-14
"108","freddo cabildo 1700","sabado",22,35.25,2021-01-14
"109","freddo cabildo 1700","sabado",23,30.75,2021-01-14
"110","freddo cabildo 1700","sabado",24,22.5,2021-01-14
"111","freddo cabildo 1700","sabado",25,12,2021-01-14
"112","freddo cabildo 1700","domingo",6,0,2021-01-14
"113","freddo cabildo 1700","domingo",7,0,2021-01-14
"114","freddo cabildo 1700","domingo",8,0,2021-01-14
"115","freddo cabildo 1700","domingo",9,0,2021-01-14
"116","freddo cabildo 1700","domingo",10,0,2021-01-14
"117","freddo cabildo 1700","domingo",11,1.5,2021-01-14
"118","freddo cabildo 1700","domingo",12,9.75,2021-01-14
"119","freddo cabildo 1700","domingo",13,9.75,2021-01-14
"120","freddo cabildo 1700","domingo",14,12,2021-01-14
"121","freddo cabildo 1700","domingo",15,24,2021-01-14
"122","freddo cabildo 1700","domingo",16,40.5,2021-01-14
"123","freddo cabildo 1700","domingo",17,54,2021-01-14
"124","freddo cabildo 1700","domingo",18,60.75,2021-01-14
"125","freddo cabildo 1700","domingo",19,59.25,2021-01-14
"126","freddo cabildo 1700","domingo",20,52.5,2021-01-14
"127","freddo cabildo 1700","domingo",21,41.25,2021-01-14
"128","freddo cabildo 1700","domingo",22,28.5,2021-01-14
"129","freddo cabildo 1700","domingo",23,15,2021-01-14
